                                                  

        SCF,CCSD
      0.0000000,      0.0000000
      0.0000000,      0.0000000
      0.0000000,      0.0000000
      0.0000000,      0.0000000
      0.0000000,      0.0000000
      0.0000000,      0.0000000
      0.0000000,      0.0000000
   -101.8565251,   -102.3190883
                                                  

        SCF,CCSD
   -103.7247336,   -104.3517814
   -103.7203947,   -104.3415412
   -103.6264581,   -104.2769702
   -103.4682293,   -104.0265363
   -103.4383687,   -104.0136441
   -103.7264398,   -104.4094713
   -102.8658945,   -103.3804071
   -101.8565252,   -102.3190886
                                                  

        SCF,CCSD
   -103.7247336,   -104.3517824
   -103.7203947,   -104.3415412
   -103.6264581,   -104.2769701
   -103.4682293,   -104.0265363
   -103.4383687,   -104.0136441
   -103.7264398,   -104.4094713
   -102.8658945,   -103.3804071
   -101.8565252,   -102.3190886
                                                  

        SCF,CCSD
   -103.72473355,   -104.35178145
   -103.72039465,   -104.34154120
   -103.62645806,   -104.27697117
   -103.46822927,   -104.02653629
   -103.43836867,   -104.01364407
   -103.72643978,   -104.40947129
   -102.86589450,   -103.38040709
   -101.85652521,   -102.31908861
   -100.40862036,   -100.81200539
    -98.25597702,    -98.63442439
    -95.58901767,    -95.93671371
    -92.34179385,    -92.66133980
    -88.49045749,    -88.78331927
    -86.70926631,    -87.07262592
    -84.05945043,    -84.31937749
    -28.71907181,    -28.76976750
                                                  
